38;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Пусть Муравей и кубик расположены так, как указано на рисунке. Муравью был дан для исполнения следующий алгоритм:{n}В какой клетке окажется кубик после выполнения этого алгоритма? {n}1) Б5</pre>;;2) В5;Б5;В5,А5,Б4; Заметим, что за каждый цикл Муравей перемещает кубик на две клетки влево по строчке 5. Следовательно, выполнив два раза цикл, Муравей окажется в клетке В4, а кубик в клетке Б5. 
39;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Конец{n}Какая из приведённых ниже команд перемещает в Чертёжника в ту же точку, что и данный алгоритм?{n}1) Сместиться на (–21, 12)</pre>;;2) Сместиться на (21, –12);Сместиться на (24. –10);Сместиться на (–21. 12),Сместиться на (21. –12),Сместиться на (–24. 10); Команда Повтори 3 раз означает, что команды Сместиться на (1, –1) Сместиться на (2, –3) Сместиться на (4, 0) выполнятся три раза. В результате Чертёжник переместится на 3·(1 + 2 + 4, −1 − 3 + 0) = (21, −12). Выполнив первую команду Сместиться на (3, 2), Чертёжник окажется в точке (24, −10). Таким образом, команда Сместиться на (24, –10) перемещает Чертёжника в ту же точку, что и данный алгоритм. 
40;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Конец{n}Какая из приведённых ниже команд перемещает в Чертёжника в ту же точку, что и данный алгоритм?{n}1) Сместиться на (10, 25)</pre>;;2) Сместиться на (–10, –25);Сместиться на (10. 25);Сместиться на (–10. –25),Сместиться на (12. 24),Сместиться на (–12. –24); Команда Повтори 2 раз означает, что команды Сместиться на (0, 5) Сместиться на (2, 1) Сместиться на (4, 6) выполнятся два раза. В результате Чертёжник переместится на 2·(0 + 2 + 4, 5 + 1 + 6) = (12, 24). Выполнив первую команду Сместиться на (−2, 1), Чертёжник окажется в точке (10, 25). Таким образом, команда Сместиться на (10, 25) перемещает Чертёжника в ту же точку, что и данный алгоритм. 
41;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (–4, 8){n}Повтори 4 раз{n}Команда1 Сместиться на (–2, –5) Сместиться на (4, 6){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику вместо команды Команда1, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (–1. –3);Сместиться на (2. –9),Сместиться на (1. 3),Сместиться на (–3. –1); Сначала происходит смещение на (−4. 8). Команда Повтори 4 раз означает, что команды Сместиться на (−2, −5) и Сместиться на (4, 6) выполнятся четыре раза. В результате Чертёжник переместится на (−4. 8) + 4·(−2 + 4, (−5) + 6) = (4, 12). Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (−4, −12). Учитывая, наличие команды Повтори 4, приходим к выводу, что Команда 1 это команда Сместиться на (−1, −3). 
42;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (–3, –6){n}Повтори 3 раз{n}Команда1 Сместиться на (2, –5) Сместиться на (3, 3){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику вместо команды Команда1, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (–4. 4);Сместиться на (–4. –4),Сместиться на (–2. 8),Сместиться на (4. –4); Сначала происходит смещение на (−3. −6). Команда Повтори 3 раз означает, что команды Сместиться на (2, –5) и Сместиться на (3, 3) выполнятся три раза. В результате Чертёжник переместится на (–3, –6) + 3·(2 + 3, (−5) + 3) = (12, −12). Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (−12, 12). Учитывая, наличие команды Повтори 3, приходим к выводу, что Команда 1 это команда Сместиться на (−4, 4). 
43;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (–3, 1){n}Повтори 2 раз{n}Сместиться на (1, 1) Сместиться на (−3, 2) Сместиться на (0, −4){n}Конец</pre>;;Какую единственную команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (7. 1);Сместиться на (–7.–1),Сместиться на (–4.–2),Сместиться на (4. 2); Сначала происходит смещение на (−3. 1). Команда Повтори 2 раз означает, что команды Сместиться на (−3, 2), Сместиться на (−3, 2) и Сместиться на (0, −4) выполнятся дважды. В результате Чертёжник переместится на (−3. 1) + 2·(−3 + 1 + 0, 2 + 1 − 4) = (—7, −1). Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (7, 1). То есть нужно выполнить команду Сместиться на (7, 1). 
44;3;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (2, 6){n}Повтори 2 раз{n}Сместиться на (2, 1) Сместиться на (–5, 4) Сместиться на (1,–4){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (2. –8);Сместиться на (4. –2),Сместиться на (–4. 2),Сместиться на (–2. 8); Сначала происходит смещение на (2, 6). Команда Повтори 2 раз означает, что команды Сместиться на (2, 1), Сместиться на (–5, 4) и Сместиться на (1,–4) выполнятся дважды. В результате Чертёжник переместится на (2. 6) + 2·(2 − 5 + 1, 1 + 4 − 4) = (−2, 8). Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (2, −8). То есть нужно выполнить команду Сместиться на (2, −8). 
45;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (1, 3){n}Повтори 4 раз{n}Сместиться на (0, 2) Сместиться на (3, 1) Сместиться на (–4, –4){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (3. 1);Сместиться на (–3. –1),Сместиться на (–4. –4),Сместиться на (4. 4); Сначала происходит смещение на (1, 3). Команда Повтори 4 раз означает, что команды <nobr>Сместиться на (0, 2), Сместиться на (3, 1) и Сместиться на (−4, –4)</nobr> выполнятся четыре раза. В результате Чертёжник переместится на (1. 3) + 4·(0 + 3 − 4, 2 + 1 − 4) = (−3, −1). Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (3, 1). То есть нужно выполнить команду Сместиться на (3, 1). 
46;3;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (2, –7){n}Повтори 6 раз{n}Сместиться на (0, 1) Сместиться на (–1, 1) Сместиться на (–2, 2){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (16. –17);Сместиться на (–18. 24),Сместиться на (18. –24),Сместиться на (–16. 17); Сначала происходит смещение на (2, −7). Команда Повтори 6 раз означает, что команды <nobr>Сместиться на (0, 1), Сместиться на (−1, 1) и Сместиться на (−2, 2)</nobr> выполнятся шесть раз. В результате Чертёжник переместится на (2. −7) + 6·(0 − 1 − 2, 1 + 1 + 2) = (−16, 17). Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (16, −17). То есть нужно выполнить команду Сместиться на (16, −17). 
47;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (2, –7){n}Повтори 6 раз{n}Сместиться на (0, 1) Сместиться на (–1, 1) Сместиться на (–2, 2){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Повтори 3 [Вперёд 50 Направо 100 Направо 20];Повтори 3 [Вперёд 50 Направо 20 Направо 25],Повтори 6 [Вперёд 50 Направо 10 Направо 20],Повтори 6 [Вперёд 50 Направо 20 Направо 40]; <img src="/get_file?id=7161" style="float:right.margin:10px" width="120"/>Углы правильного треугольника равны 60°. Следовательно, после движения вперёд, Черепашка должна изменять направление движения на 180 — 60 = 120°. Это условие выполняется для алгоритма под номером 2, поскольку 100 + 20 = 120°. 
48;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (2, –7){n}Повтори 6 раз{n}Сместиться на (0, 1) Сместиться на (–1, 1) Сместиться на (–2, 2){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Повтори 6 [Вперёд 100 Направо 20 Направо 40];Повтори 6 [Вперёд 100 Направо 90],Повтори 6 [Вперёд 100 Направо 9],Повтори 6 [Вперёд 100 Направо 60 Направо 60]; <img src="/get_file?id=7177" style="float:right.margin:10px" width="100"/>Углы правильного шестиугольника равны 120°. Следовательно, после движения вперёд, Черепашка должна изменять направление движения на 180 — 120 = 60°. Это условие выполняется для алгоритма под номером 4, поскольку 20 + 40 = 60°. 
49;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (2, –7){n}Повтори 6 раз{n}Сместиться на (0, 1) Сместиться на (–1, 1) Сместиться на (–2, 2){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;незамкнутая ломаная линия ;правильный треугольник,правильный пятиугольник,правильный шестиугольник; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 30° = 150° друг к другу. Стороны правильного шестиугольника составляют между собой угол в 120°. Поэтому за шесть шагов алгоритма Черепашка нарисует незамкнутую ломаную линию.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
50;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (2, –7){n}Повтори 6 раз{n}Сместиться на (0, 1) Сместиться на (–1, 1) Сместиться на (–2, 2){n}Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;квадрат;правильный двенадцатиугольник,правильный восьмиугольник,незамкнутая ломаная линия; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 45° − 45° = 90° друг к другу. Стороны квадрата составляют между собой угол в 90°. Поэтому через 12 шагов алгоритма Черепашка нарисует квадрат.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
51;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>1) Сместиться на (9, 6) {n}2) Сместиться на (–6, –9){n}3) Сместиться на (6, 9)</pre>;;4) Сместиться на (–9, –6);Сместиться на (–9. –6);Сместиться на (9. 6),Сместиться на (–6. –9),Сместиться на (6. 9); Выполнив команды Сместиться на (–2, –1) Сместиться на (3, 2) Сместиться на (2, 1), Чертёжник окажется в точке с координатами (–2 + 3 + 2, –1 + 2 + 1) = (3, 2). Повторив эти команды три раза, Чертёжник окажется в точке с координатами 3 · (3, 2) = (9, 6). Следовательно, чтобы вернуться в исходную точку, Чертёжнику необходимо выполнить команду Сместиться на (–9, –6). 
52;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>1) Сместиться на (–1, 2) {n}2) Сместиться на (–1, –2) {n}3) Сместиться на (1, –2)</pre>;;4) Сместиться на (–2, 1);Сместиться на (–1. –2) ;Сместиться на (–1. 2),Сместиться на (1. –2),Сместиться на (–2. 1); Выполнив команды Сместиться на (1, 3) Сместиться на (–2, –5) три раза, Чертёжник окажется в точке с координатами 3 · (1 – 2 , 3 – 5) = 3 · (−1, −2) = (−3. −6). Выполнив команду Сместиться на (4, 8), Чертёжник окажется в точке (1. 2). Следовательно, чтобы вернуться в исходную точку, Чертёжнику необходимо выполнить команду Сместиться на (–1, –2). 
53;3;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Какую единственную команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?{n}1) Сместиться на (4, 2){n}2) Сместиться на (–4, –2)</pre>;;3) Сместиться на (7, 1);Сместиться на (7. 1);Сместиться на (4. 2),Сместиться на (–4. –2),Сместиться на (–7. –1); Выполнив команды Сместиться на (1, 1) Сместиться на (−3, 2) Сместиться на (0,−4) два раза, Чертёжник окажется в точке с координатами 2 · (1 – 3 + 0, 1 + 2 − 4) = (−4, −2). Выполнив команду Сместиться на (–3, 1), Чертёжник окажется в точке (−7. −1). Следовательно, чтобы вернуться в исходную точку, Чертёжнику необходимо выполнить команду Сместиться на (7, 1). 
54;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (–3, –4) Сместиться на (3, 3) Сместиться на (1, –2){n}Конец{n}Какую единственную команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?</pre>;;1) Сместиться на (2, –6);Сместиться на (–2. 6);Сместиться на (2. –6),Сместиться на (–6. 2),Сместиться на (6. –2); Выполнив команды Сместиться на (−3, −4) Сместиться на (3, 3) Сместиться на (1,−2) два раза, Чертёжник окажется в точке с координатами 2 · (−3 + 3 + 1, −4 + 3 − 2) = (2, −6). Следовательно, чтобы вернуться в исходную точку, Чертёжнику необходимо выполнить команду Сместиться на (−2, 6). 
55;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre><b>Повтори 3 раз</b>{n}Сместиться на (–2, –3) Сместиться на (3, 4){n}конец</pre>;;Сместиться на (–4, –2);Сместиться на (1. –1);Сместиться на (–3. –1),Сместиться на (–3. –3),Сместиться на (–1. 1); Команда Повтори 3 раз означает, что команды Сместиться на (–2, –3) и Сместиться на (3, 4) выполнятся три раза. В результате Чертёжник переместится на 3·(−2 + 3, −3 + 4) = (3, 3). Таким образом, чертёжник окажется в точке (3. 3), далее он выполнит команду Сместиться на (–4, –2), после чего окажется в точке (−1. 1). Следовательно, для того, чтобы Чертёжник вернулся в исходную точку ему необходимо выполнить команду Сместиться на (1, −1). 
