43;2;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Директор работал с каталогом <b>D:\Школа\Ученики\Адреса</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз в каталог <b>Успеваемость</b>, потом ещё раз поднялся на один уровень вверх и после спустился в каталог <b>Нарушения</b>. Укажите полный путь каталога, в котором оказался директор.;1) D:\Школа\Ученики\Успеваемость;D:\Школа\Ученики\Нарушения;D:\Школа\Ученики\Успеваемость,D:\Школа\Нарушения,D:\Школа\Ученики\Успеваемость\Нарушения; Выполним действия пользователя в обратном порядке, начиная из D:\Школа\Ученики\Адреса. Поднимемся на уровень вверх, окажемся в D:\Школа\Ученики\. Опустимся на уровень вниз, окажемся в D:\Школа\Ученики\Успеваемость. Поднимемся на один уровень вверх, вновь окажемся в D:\Школа\Ученики\. Теперь, спустившись на один уровень вниз, мы должны оказаться в каталоге Нарушения. Таким образом, исходный каталог имеет полный путь D:\Школа\Ученики\Нарушения. 
44;3;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Директор работал с каталогом <b>D:\Школа\Ученики\Адреса</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз в каталог <b>Успеваемость</b>, потом ещё раз спустился на один уровень вниз в каталог <b>Отличники</b>. Укажите полный путь каталога, в котором оказался директор.;1) D:\Школа\Ученики\Успеваемость;D:\Школа\Ученики\Успеваемость\Отличники;D:\Школа\Ученики\Успеваемость,D:\Школа\Успеваемость\Отличники,D:\Отличники; Выполним действия пользователя в обратном порядке, начиная из D:\Школа\Ученики\Адреса. Поднимемся на уровень вверх, окажемся в D:\Школа\Ученики\. Опустимся на уровень вниз, окажемся в D:\Школа\Ученики\Успеваемость. Теперь, спустившись на один уровень вниз, мы должны оказаться в каталоге Отличники. Таким образом, исходный каталог имеет полный путь D:\Школа\Ученики\Успеваемость\Отличники. 
45;1;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Папа Андрея смотрел оценки сына, записанные в электронном виде. Он работал с каталогом <b>H:\Школа\Андрей</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз в каталог <b>Задания</b>, потом спустился на один уровень вниз в каталог <b>Математика</b>. Укажите полный путь каталога, в котором оказался пользователь.;1) H:\Школа\Задания\Математика;H:\Школа\Задания\Математика;H:\Школа\Математика,H:\Школа\Андрей\Задания\Математика,H:\Задания; Выполним действия пользователя, стартуя из H:\Школа\Андрей. Поднимемся на один уровень вверх, окажемся в H:\Школа\. Теперь, спустившись на один уровень вниз, попадём в каталог H:\Школа\Задания. Если из данного каталога спуститься на один уровень вниз, то полный путь каталога будет H:\Школа\Задания\Математика. 
46;3;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Папа Андрея смотрел оценки сына, записанные в электронном виде. Он работал с каталогом <b>H:\Школа\Андрей</b>. Сначала он спустился на один уровень вниз в каталог <b>Оценки</b>, затем снова спустился на один уровень вниз в каталог <b>Обновление</b>, потом поднялся вверх на один уровень. Укажите полный путь каталога, в котором оказался пользователь.;1) H:\Оценки;H:\Школа\Андрей\Оценки;H:\Оценки,H:\Школа\Андрей,H:\Школа\Андрей\Оценки\Обновление; Выполним действия пользователя, стартуя из H:\Школа\Андрей. Спустимся на один уровень вниз, окажемся в H:\Школа\Андрей\Оценки. Теперь, спустившись на один уровень вниз, попадём в каталог H:\Школа\Андрей\Оценки\Обновление. Если из данного каталога подняться на один уровень вниз, то полный путь каталога будет H:\Школа\Андрей\Оценки. 
47;1;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Дима хотел послушать музыку на компьютере, для этого ему нужно было включить музыкальный файл <b>Белые_розы.mp3</b>. Он начал работу с каталога <b>С:\Музыка\Хиты</b>. Сначала он спустился на один уровень вниз, в каталог <b>Ретро</b>, затем поднялся на один уровень вверх, потом спустился на один уровень в каталог <b>Лучшие</b> и нашёл там нужный музыкальный файл. Запишите полный путь к данному файлу;1) С:\Музыка\Хиты\Лучшие\Белые_розы.mp3;С:\Музыка\Хиты\Лучшие\Белые_розы.mp3;С:\Музыка\Белые_розы.mp3,С:\Белые_розы.mp3,С:\Музыка\Хиты\Ретро\Белые_розы.mp3; Выполним действия Димы, стартуя из С:\Музыка\Хиты. Спустимся на один уровень вниз в каталог Ретро, окажемся в С:\Музыка\Хиты\Ретро. Теперь, поднявшись на один уровень вверх и спустившись в каталог Лучшие, окажемся в С:\Музыка\Хиты\Лучшие. Таким образом, полный путь к данному файлу будет С:\Музыка\Хиты\Лучшие\Белые_розы.mp3. 
48;3;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Дима хотел послушать музыку на компьютере, для этого ему нужно было включить музыкальный файл <b>Белые_розы.mp3</b>. Он начал работу с каталога <b>С:\Музыка\Хиты</b>. Сначала он спустился на один уровень вниз, в каталог <b>Ретро</b>, затем поднялся на один уровень вверх, потом спустился на один уровень в каталог <b>Лучшие</b>, после чего спустился в каталог <b>Про_цветы</b> и нашёл там нужный музыкальный файл. Запишите полный путь к данному файлу;1) С:\Белые_розы.mp3;С:\Музыка\Хиты\Лучшие\Про_цветы\Белые_розы.mp3;С:\Белые_розы.mp3,С:\Музыка\Хиты\Ретро\Про_цветы\Белые_розы.mp3,С:\Про_цветы\Белые_розы.mp3; Выполним действия Димы, стартуя из С:\Музыка\Хиты. Спустимся на один уровень вниз в каталог Ретро, окажемся в С:\Музыка\Хиты\Ретро. Теперь, поднявшись на один уровень вверх и спустившись в каталог Лучшие, а потом в каталог Про_цветы, окажемся в С:\Музыка\Хиты\Лучшие\Про_цветы. Таким образом, полный путь к данному файлу будет С:\Музыка\Хиты\Лучшие\Про_цветы\Белые_розы.mp3. 
49;2;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Пользователь работал с каталогом <b>C:\2011\Избранное\Видео</b>. Он поднялся на два уровня вверх, затем спустился на один уровень вниз. В результате он оказался в папке <b>Фото</b>. Запишите полный путь к этой папке;1) C:\2011\Избранное\Фото ;C:\2011\Фото ;C:\2011\Избранное\Фото,C:\Фото,C:\2011\Байкал\Фото; Выполним действия пользователя, стартуя из C:\2011\Избранное\Видео. Поднявшись на два уровня вверх, окажемся в C:\2011. Теперь, спустившись в папку Фото, окажемся в C:\2011\Фото. 
50;4;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Пользователь работал с файлом <b>C:\Document\Seminar\Math\lesson.htm</b>. Затем он поднялся на один уровень вверх, создал там каталог <b>Info</b>, в нём создал ещё один каталог <b>Form</b> и переместил в него файл <b>lesson.htm</b>. Каким стало полное имя этого файла после перемещения;1) C:\Document\Math\Form\lesson.htm;C:\Document\Seminar\Info\Form\lesson.htm;C:\Document\Math\Form\lesson.htm,C:\Seminar\Math\Form\lesson.htm,C:\Document\Info\Form\lesson.htm; Выполним действия пользователя. Каталог Info будет иметь адрес C:\Document\Seminar\Info. После создания каталога Form и перемещения туда файла, полный путь станет C:\Document\Seminar\Info\Form\lesson.htm 
51;2;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Пользователь работал с каталогом <b>C:\Документы\Договоры\Продажа</b>. Сначала он поднялся на один уровень вверх, затем спустился в каталог <b>Срочные</b>, затем спустился в каталог <b>Покупка</b>. Укажите полный путь каталога, в котором оказался пользователь;1) C:\Документы\Срочные \Покупка\Продажа;C:\Документы\Договоры\Срочные \Покупка;C:\Документы\Срочные \Покупка\Продажа,C: \Срочные \Покупка,C:\Документы\Срочные \Покупка; Поднявшись на один уровень вверх и спустившись в каталог Срочные, пользователь оказался в каталоге C:\Документы\Договоры\Срочные. Спустившись в каталог Покупка, пользователь оказался в каталоге C:\Документы\Договоры\Срочные \Покупка. 
52;4;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Пользователь работал с каталогом <b>C:\Физика\Задачи\Кинематика</b>. Сначала он поднялся на один уровень вверх, затем ещё раз поднялся на один уровень вверх и после этого спустился в каталог <b>Экзамен</b>. Укажите полный путь каталога, в котором оказался пользователь;1) С:\Физика\Задачи\Экзамен ;С:\Физика\Экзамен;С:\Физика\Задачи\Экзамен,С:\Физика,С:\Экзамен; Поднявшись на два уровня вверх, пользователь оказался в каталоге C:\Физика. Спустившись в каталог Экзамен, пользователь оказался в каталоге С:\Физика\Экзамен. 
53;1;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;В некотором каталоге хранился файл <b>Том 1</b>, имевший полное имя <b>D:\Литература\20 век\Том 1</b>. В этом каталоге создали подкаталог <b>Шолохов</b> и переместили в созданный подкаталог файл <b>Том 1</b>. Каково стало полное имя этого файла после перемещения;1) D:\Литература\20 век\Шолохов\Том 1;D:\Литература\20 век\Шолохов\Том 1;D:\Литература\Шолохов\Том 1,D:\Шолохов\Том 1,D:\Шолохов\Литература\20 век\Том 1; Полное имя файла после перемещения стало D:\Литература\20 век\Шолохов\Том 1. 
54;4;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;В некотором каталоге хранился файл с именем <b>ex.pas</b>. После того как в этом каталоге создали подкаталог <b>Pascal </b>и переместили в него файл <b>ex.pas</b>, полное имя файла стало <b>C:\Olimp\Ivanov\Pascal\ex.pas</b> Каким было полное имя этого файла до перемещения;1) C:\Ivanov\Pascal\ex.pas;C:\Olimp\Ivanov\ex.pas;C:\Ivanov\Pascal\ex.pas,C:\Olimp\Pascal\ex.pas,C:\Olimp\Ivanov\Pascal\ex.pas; Полное имя файла до перемещения было C:\Olimp\Ivanov\ex.pas. 
55;1;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Пользователь работал с каталогом <b>Логика</b>. Сначала он поднялся на один уровень вверх, затем поднялся ещё на один уровень вверх, потом спустился на один уровень вниз. В результате он оказался в каталоге <b>C:\Школа\Уроки\Химия</b>;Запишите возможный полный путь каталога, с которым пользователь начинал работу.;C:\Школа\Уроки\Информатика\Логика;C:\Школа\Уроки\Логика,C:\Школа\Логика,C:\Школа\Информатика\Логика; Выполним действия пользователя в обратном порядке, начиная из C:\Школа\Уроки\Химия. Поднимемся на один уровень вверх, окажемся в C:\Школа\Уроки. Теперь, спустившись на два уровня вниз, мы должны оказаться в каталоге Логика. Таким образом, исходный каталог имеет полный путь C:\Школа\Уроки\...\Логика.   
